date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
2026-03-31,PJHB,PELAYARAN JAYA HIDUP BARU Tbk,NIXEN SAMUEL GOZALI,ID,L,INDONESIAN,INDONESIAN,0,144000000,144000000,7.5
2026-03-31,PJHB,PELAYARAN JAYA HIDUP BARU Tbk,NISIEN IMANUELLA GOZALI,ID,L,INDONESIAN,INDONESIAN,0,144000000,144000000,7.5
2026-03-31,PJHB,PELAYARAN JAYA HIDUP BARU Tbk,GO SIOE BIE,ID,L,INDONESIAN,INDONESIA,0,144000000,144000000,7.5
2026-03-31,PKPK,PARAGON KARYA PERKASA Tbk,PT. DELI PUTRA BANGSA,CP,L,,INDONESIA,900000000,0,900000000,75.0
2026-03-31,PLAN,PLANET PROPERINDO JAYA Tbk,"WAHANA TATA BANGUN, PT",OT,L,,,0,599462500,599462500,66.85
2026-03-31,PLAN,PLANET PROPERINDO JAYA Tbk,ROY OCTAVIAN,ID,L,INDONESIAN,INDONESIA,30046100,0,30046100,3.35
2026-03-31,PLAN,PLANET PROPERINDO JAYA Tbk,ANTONYO HARTONO TANUJAYA,ID,L,INDONESIAN,INDONESIA,0,25537500,25537500,2.85
2026-03-31,PLAN,PLANET PROPERINDO JAYA Tbk,HAIKAL BAHARSHA,ID,L,INDONESIAN,INDONESIA,15306500,0,15306500,1.71
2026-03-31,PLAS,POLARIS INVESTAMA TBK,"UBS AG, LONDON",IB,F,,SWITZERLAND,100500000,0,100500000,8.49
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT MALAKA JAYA MULIA,CP,L,,INDONESIA,0,99259500,99259500,8.38
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT. Kencana Langit Biru,CP,L,,INDONESIA,58457700,0,58457700,4.94
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT RAGAM KARYA BUMI NUSA,CP,L,,INDONESIA,0,58274500,58274500,4.92
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT Tunas Persada Cemerlangl,CP,L,,INDONESIA,0,58178000,58178000,4.91
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT GASA PERDANA CIPTADAYA,CP,L,,INDONESIA,0,57960000,57960000,4.89
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT. GRAHA NUSA ADIPRANA,CP,L,,INDONESIA,0,57220000,57220000,4.83
2026-03-31,PLAS,POLARIS INVESTAMA TBK,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,54100000,0,54100000,4.57
2026-03-31,PLAS,POLARIS INVESTAMA TBK,"BUANA CIPTA PERMAI, PT",CP,L,,INDONESIA,0,53435500,53435500,4.51
2026-03-31,PLAS,POLARIS INVESTAMA TBK,NOMURA PB NOMINEES LTD.,IB,F,,UNITED KINGDOM,50000000,0,50000000,4.22
2026-03-31,PLAS,POLARIS INVESTAMA TBK,REKSA DANA MILLENIUM EQUITY GROWTH FUND,MF,L,,INDONESIA,41002365,0,41002365,3.46
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT. ASURANSI JIWA IFG,IS,L,,INDONESIA,39503874,0,39503874,3.34
2026-03-31,PLAS,POLARIS INVESTAMA TBK,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,OT,L,,INDONESIA,35062335,0,35062335,2.96
2026-03-31,PLAS,POLARIS INVESTAMA TBK,REKSA DANA AURORA SMC EQUITY,MF,L,,INDONESIA,29083200,0,29083200,2.46
2026-03-31,PLAS,POLARIS INVESTAMA TBK,"MILLENIUM PENATA FUTURES, PT",CP,L,,INDONESIA,18500000,0,18500000,1.56
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT PT.ANDALAN ARTHA ADVISINDO SEKURITAS,SC,L,,INDONESIA,15735000,0,15735000,1.33
2026-03-31,PLAS,POLARIS INVESTAMA TBK,REKSA DANA OSO FLORES EQUITY FUND,MF,L,,INDONESIA,15318000,0,15318000,1.29
2026-03-31,PLAS,POLARIS INVESTAMA TBK,KHOLINA,ID,L,INDONESIAN,INDONESIA,15000000,0,15000000,1.27
2026-03-31,PLAS,POLARIS INVESTAMA TBK,Reksa Dana Millenium Dynamic Equity Fund,MF,L,,INDONESIA,15060794,0,15060794,1.27
2026-03-31,PLAS,POLARIS INVESTAMA TBK,"BANK CIMB NIAGA TBK, PT",IB,L,,INDONESIA,13923300,0,13923300,1.18
2026-03-31,PLAS,POLARIS INVESTAMA TBK,PT. CAPITAL ASSET MANAGEMENT,SC,L,,INDONESIA,12845000,0,12845000,1.08
2026-03-31,PLIN,PLAZA INDONESIA REALTY Tbk,PT PLAZA INDONESIA INVESTAMA,CP,L,,INDONESIA,3429674130,0,3429674130,96.61
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,PT. PAHALAMAS SEJAHTERA,,,,,0,6910982000,6910982000,50.24
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,MITSUBISHI CORPORATION,CP,F,,JAPAN,4676904000,0,4676904000,34.0
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,SUHANTI PONIMAN,,,,,0,936000000,936000000,6.8
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,PT. GRAHA PRIMA WISESA,CP,L,,INDONESIA,357000000,0,357000000,2.6
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,PT ASURANSI TOKIO MARINE INDONESIA,IS,L,,INDONESIA,286114000,0,286114000,2.08
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,"OZINDO INAN ABADI, PT",CP,L,,INDONESIA,232750000,0,232750000,1.69
2026-03-31,PMJS,PUTRA MANDIRI JEMBAR Tbk,SUHARDI PONIMAN,ID,L,INDONESIAN,INDONESIA,200000000,0,200000000,1.45
2026-03-31,PMMP,PANCA MITRA MULTIPERDANA Tbk,PT TIGA MAKIN JAYA,CP,L,,INDONESIA,898236200,0,898236200,34.7
2026-03-31,PMMP,PANCA MITRA MULTIPERDANA Tbk,SOESILO SOEBARDJO SH,ID,L,INDONESIAN,INDONESIA,580000000,0,580000000,22.41
2026-03-31,PMMP,PANCA MITRA MULTIPERDANA Tbk,PT. HARAPAN BANGSA KITA,CP,L,,INDONESIA,188240000,0,188240000,7.27
2026-03-31,PMMP,PANCA MITRA MULTIPERDANA Tbk,MARTINUS SOESILO,ID,L,INDONESIAN,INDONESIA,118702500,0,118702500,4.59
2026-03-31,PMMP,PANCA MITRA MULTIPERDANA Tbk,JIMMI,ID,L,INDONESIAN,INDONESIA,26243300,0,26243300,1.01
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,RUDY SUSANTO WIJAYA KASWAN,ID,L,INDONESIAN,INDONESIA,0,3248000000,3248000000,56.0
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,AGUS SUSANTO,ID,L,INDONESIAN,INDONESIA,0,1392000000,1392000000,24.0
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,ONGGO WIJAYA,ID,L,INDONESIAN,INDONESIA,222065200,0,222065200,3.83
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,PT PRIMA INVESTASI NUSANTARA,CP,L,,INDONESIA,148314200,0,148314200,2.56
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,ENDONO SUSANTO WIJAYA,ID,L,INDONESIAN,INDONESIA,93848100,0,93848100,1.62
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,VINSENSIUS,ID,L,INDONESIAN,INDONESIA,77425600,0,77425600,1.33
2026-03-31,PMUI,PRIMA MULTI USAHA INDONESIA Tbk,PT Waterfront Sekuritas Indonesia,SC,L,,INDONESIA,61614500,0,61614500,1.06
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,PT. PANIN FINANCIAL Tbk,CP,L,,INDONESIA,0,10701977879,10701977879,44.43
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,VOTRAINT NO.1103 PTY LTD,CP,F,,AUSTRALIA,9349793152,0,9349793152,38.82
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,PANIN FINANCIAL Tbk.,CP,L,,INDONESIA,387093406,0,387093406,1.61
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,"USASLI, PT",CP,L,,INDONESIA,308746000,0,308746000,1.28
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,"PANINVEST TBK, PT",CP,L,,INDONESIA,292804520,0,292804520,1.22
2026-03-31,PNBN,BANK PAN INDONESIA Tbk,IR CHANDRA ADISUSANTO,ID,L,INDONESIAN,INDONESIA,252106300,0,252106300,1.05
2026-03-31,PNBS,BANK PANIN DUBAI SYARIAH Tbk,"BANK PAN INDONESIA TBK, PT",IB,L,,INDONESIA,5882980781,20238546252,26121527033,67.3
2026-03-31,PNBS,BANK PANIN DUBAI SYARIAH Tbk,DUBAI ISLAMIC BANK PJSC,IB,F,,UNITED ARAB EMIRATES,6873473971,2868750000,9742223971,25.1
2026-03-31,PNGO,PINAGO UTAMA Tbk,WILSON SUTANTIO,ID,L,INDONESIAN,INDONESIA,177799800,0,177799800,22.76
2026-03-31,PNGO,PINAGO UTAMA Tbk,HASAN TANTRI,ID,L,INDONESIAN,INDONESIA,152172200,0,152172200,19.48
2026-03-31,PNGO,PINAGO UTAMA Tbk,CHARLES SUTANTIO,ID,L,INDONESIAN,INDONESIA,137596700,0,137596700,17.61
2026-03-31,PNGO,PINAGO UTAMA Tbk,PETER UNGGUL SUTANTIO,ID,L,INDONESIAN,INDONESIA,119286800,0,119286800,15.27
2026-03-31,PNGO,PINAGO UTAMA Tbk,KEK KEK ANGELA,ID,L,INDONESIAN,INDONESIA,28758500,0,28758500,3.68
2026-03-31,PNGO,PINAGO UTAMA Tbk,FELIX SUTANTIO,ID,L,INDONESIAN,INDONESIA,21332800,0,21332800,2.73
2026-03-31,PNGO,PINAGO UTAMA Tbk,EDWIN LISTYO,ID,L,INDONESIAN,INDONESIA,18630700,0,18630700,2.38
2026-03-31,PNGO,PINAGO UTAMA Tbk,ARISTYO RAHADIYAN,ID,L,INDONESIAN,INDONESIA,17833300,0,17833300,2.28
2026-03-31,PNGO,PINAGO UTAMA Tbk,ELLYNA TANTRI,ID,L,INDONESIAN,INDONESIA,17508900,0,17508900,2.24
2026-03-31,PNGO,PINAGO UTAMA Tbk,ELLYTA TANTRI,ID,L,INDONESIAN,INDONESIA,14970100,0,14970100,1.92
2026-03-31,PNGO,PINAGO UTAMA Tbk,MELI TANTRI,ID,L,INDONESIAN,INDONESIA,14638000,0,14638000,1.87
2026-03-31,PNGO,PINAGO UTAMA Tbk,ALVIN TANTRI,ID,L,INDONESIAN,INDONESIA,12178000,0,12178000,1.56
2026-03-31,PNGO,PINAGO UTAMA Tbk,VIRGINIA LISTYANI SUTANTIO,ID,L,INDONESIAN,INDONESIA,11708200,0,11708200,1.5
2026-03-31,PNGO,PINAGO UTAMA Tbk,ADELINA TANTRI,ID,L,INDONESIAN,INDONESIA,11717300,0,11717300,1.5
2026-03-31,PNGO,PINAGO UTAMA Tbk,ALYSSA TANTRI,ID,L,INDONESIAN,INDONESIA,11600900,0,11600900,1.48
2026-03-31,PNIN,PANINVEST Tbk,"PANINKORP, PT",,,,,0,1208583000,1208583000,29.71
2026-03-31,PNIN,PANINVEST Tbk,"FAMLEE INVESCO, PT",,,,,0,743490500,743490500,18.28
2026-03-31,PNIN,PANINVEST Tbk,DANA PENSIUN KARYAWAN PANIN BANK,PF,L,,INDONESIA,245077142,0,245077142,6.02
2026-03-31,PNIN,PANINVEST Tbk,HAIYANTO,ID,L,INDONESIAN,INDONESIA,182771500,0,182771500,4.49
2026-03-31,PNIN,PANINVEST Tbk,CRYSTAL CHAIN HOLDINGS LTD,OT,F,,INDONESIA,122807016,271045672,393852688,9.68
2026-03-31,PNIN,PANINVEST Tbk,OMNICOURT GROUP LIMITED,OT,F,,INDONESIA,119298244,130164726,249462970,6.13
2026-03-31,PNIN,PANINVEST Tbk,MU MIN ALI GUNAWAN,ID,L,INDONESIAN,,83163188,0,83163188,2.04
2026-03-31,PNIN,PANINVEST Tbk,"USASLI, PT",CP,L,,INDONESIA,67720500,0,67720500,1.66
2026-03-31,PNIN,PANINVEST Tbk,JOSEPH HARJA TARUNA,ID,L,INDONESIAN,INDONESIA,52745000,0,52745000,1.3
2026-03-31,PNIN,PANINVEST Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,50195750,0,50195750,1.23
2026-03-31,PNIN,PANINVEST Tbk,HONKY HARJO,ID,L,INDONESIAN,INDONESIA,49446600,0,49446600,1.22
2026-03-31,PNLF,PANIN FINANCIAL Tbk,PT PANINVEST Tbk,CP,L,,INDONESIA,0,16802639732,16802639732,52.47
2026-03-31,PNLF,PANIN FINANCIAL Tbk,"PANINVEST TBK, PT",CP,L,,INDONESIA,4865241728,0,4865241728,15.19
2026-03-31,PNLF,PANIN FINANCIAL Tbk,"PANIN SEKURITAS Tbk, PT",SC,L,,INDONESIA,580755700,0,580755700,1.81
2026-03-31,PNLF,PANIN FINANCIAL Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,420000000,0,420000000,1.31
2026-03-31,PNLF,PANIN FINANCIAL Tbk,ROBERT SUSILO,ID,L,INDONESIAN,INDONESIA,389756200,0,389756200,1.22
2026-03-31,PNLF,PANIN FINANCIAL Tbk,IR CHANDRA ADISUSANTO,ID,L,INDONESIAN,INDONESIA,338800000,0,338800000,1.06
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,PT. ISTANA KUTA RATU PRESTIGE,CP,L,,INDONESIA,444396400,0,444396400,55.7
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,"Jayakarta Investindo, PT",CP,L,,INDONESIA,199707551,0,199707551,25.03
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,LENAWATI SETIADI P,ID,L,INDONESIAN,INDONESIA,52733475,0,52733475,6.61
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,DAMIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,12489138,0,12489138,1.57
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,MARIANTI PUDJIADI,ID,L,INDONESIAN,INDONESIA,10634539,0,10634539,1.33
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,LUKMAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,10539138,0,10539138,1.32
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,KRISTIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,10464061,0,10464061,1.31
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,KOSMIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,10464061,0,10464061,1.31
2026-03-31,PNSE,PUDJIADI AND SONS Tbk,OCTAVIANUS HALIM,ID,L,INDONESIAN,INDONESIA,9200400,0,9200400,1.15
2026-03-31,POLA,POOL ADVISTA FINANCE Tbk,PT POOL ADVISTA INDONESIA TBK,CP,L,,INDONESIA,2558239599,0,2558239599,76.34
2026-03-31,POLA,POOL ADVISTA FINANCE Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,257113382,0,257113382,7.67
2026-03-31,POLA,POOL ADVISTA FINANCE Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,MF,L,,INDONESIA,70725800,0,70725800,2.11
2026-03-31,POLA,POOL ADVISTA FINANCE Tbk,PT KMI CIOUD INDONESIA,CP,L,,INDONESIA,57612900,0,57612900,1.72
2026-03-31,POLA,POOL ADVISTA FINANCE Tbk,PATRICIA PANGAT,ID,L,INDONESIAN,,35095700,0,35095700,1.05
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PO SUN KOK,ID,L,INDONESIAN,INDONESIA,1145000000,0,1145000000,56.95
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PT POLLUX PROPERTI INDONESIA TBK,CP,L,,INDONESIA,462421100,0,462421100,23.0
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PT GOLDEN FLOWER GLOBAL RESOURCES,CP,L,,INDONESIA,88199100,0,88199100,4.39
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PT SURYA MASINDO,CP,L,,INDONESIA,79800000,0,79800000,3.97
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,BANK JULIUS BAER & CO. LTD,IB,F,,SINGAPORE,78699100,0,78699100,3.91
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PT KARIMUN JAWA PRATAMA,CP,L,,INDONESIA,76500000,0,76500000,3.8
2026-03-31,POLI,POLLUX HOTELS GROUP Tbk,PT GRAHA METTA ARYA,CP,L,,INDONESIA,74353600,0,74353600,3.7
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,PT BORNEO MELAWAI PERKASA,CP,L,,INDONESIA,6500000000,0,6500000000,78.14
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,CITIBANK HONG KONG S/A PBG CLIENTS SG,IB,F,,SINGAPORE,500000000,0,500000000,6.01
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,PT GOLDEN FLOWER GLOBAL RESOURCES,CP,L,,INDONESIA,400000500,0,400000500,4.81
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,BANK JULIUS BAER & CO. LTD,IB,F,,SINGAPORE,365854000,0,365854000,4.4
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,PT GRAHA METTA ARYA,CP,L,,INDONESIA,314605100,0,314605100,3.78
2026-03-31,POLL,POLLUX PROPERTIES INDONESIA Tbk,PT SURYA MASINDO,CP,L,,INDONESIA,99895000,0,99895000,1.2
2026-03-31,POLU,GOLDEN FLOWER Tbk,PT PROFASHION APPAREL,CP,L,,INDONESIA,599960000,0,599960000,79.99
2026-03-31,POLU,GOLDEN FLOWER Tbk,PT GOLDEN FLOWER GLOBAL RESOURCES,CP,L,,INDONESIA,64099600,0,64099600,8.55
2026-03-31,POLU,GOLDEN FLOWER Tbk,PT GRAHA METTA ARYA,CP,L,,INDONESIA,29000000,0,29000000,3.87
2026-03-31,POLU,GOLDEN FLOWER Tbk,PT KARIMUN JAWA PRATAMA,CP,L,,INDONESIA,28000000,0,28000000,3.73
2026-03-31,POLU,GOLDEN FLOWER Tbk,PT SURYA MASINDO,CP,L,,INDONESIA,27500000,0,27500000,3.67
2026-03-31,POLY,ASIA PACIFIC FIBERS Tbk,DAMIANO INVESTMENTS B.V.,CP,F,,NETHERLANDS,1443805382,0,1443805382,62.42
2026-03-31,POLY,ASIA PACIFIC FIBERS Tbk,CHENGWY KARLAM,ID,L,INDONESIAN,INDONESIA,82954900,0,82954900,3.59
2026-03-31,POLY,ASIA PACIFIC FIBERS Tbk,PT MULTIKARSA INVESTAMA,CP,L,,,70064999,61329720,131394719,5.68
2026-03-31,POLY,ASIA PACIFIC FIBERS Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,F,,UNITED KINGDOM,53878384,0,53878384,2.33
2026-03-31,POLY,ASIA PACIFIC FIBERS Tbk,IGNATIUS ROBBY SANI,ID,L,INDONESIAN,INDONESIA,32927700,0,32927700,1.42
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,OT,L,,INDONESIA,625918824,0,625918824,26.73
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,175227234,0,175227234,7.48
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,PT. ASURANSI JIWA IFG,IS,L,,INDONESIA,114199709,0,114199709,4.88
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,"ADVISTA MULTI ARTHA, PT",CP,L,,INDONESIA,76913964,0,76913964,3.29
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,ADE MARIANI LEMEWU,ID,L,INDONESIAN,INDONESIA,56454800,0,56454800,2.41
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,ARIS MUNANDAR,ID,L,INDONESIAN,INDONESIA,47692000,0,47692000,2.04
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,MF,L,,INDONESIA,39418400,0,39418400,1.68
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,MF,L,,INDONESIA,36392200,0,36392200,1.55
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,PT Artha Sekuritas Indonesia,SC,L,,INDONESIA,35616800,0,35616800,1.52
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,GUWANTO,ID,L,INDONESIAN,INDONESIA,33080003,0,33080003,1.41
2026-03-31,POOL,POOL ADVISTA INDONESIA Tbk,PT INDO HARVEST SEKURITAS,SC,L,,INDONESIA,23500000,0,23500000,1.0
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,CHINA MERCHANTS INTERNATIONAL PORT-INTEGRATED DEVELOPMENT (HONG KONG) COMPANY LIMITED,CP,F,,HONG KONG,1435110412,0,1435110412,51.0
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,"EPISENTA UTAMA INVESTASI, PT",CP,L,,INDONESIA,679587615,0,679587615,24.15
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,"PRIMA PERMATA CAKRAWALA, PT",CP,L,,INDONESIA,153008758,0,153008758,5.44
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,WATERBAY INVESTMENT LIMITED,CP,F,,CAYMAN ISLANDS,140415700,0,140415700,4.99
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,BONHAM NOMINEES PTE LTD,CP,F,,SINGAPORE,140134300,0,140134300,4.98
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,140275000,0,140275000,4.98
2026-03-31,PORT,NUSANTARA PELABUHAN HANDAL Tbk,HEDLAND HOLDINGS LIMITED,CP,F,,CAYMAN ISLANDS,113824000,0,113824000,4.05
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,PT BINTANG BAJA HITAM,CP,L,,INDONESIA,3050000000,2633860000,5683860000,67.75
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,PT Shinhan Sekuritas Indonesia,SC,L,,INDONESIA,997616000,0,997616000,11.89
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA EMCO GROWTH FUND,MF,L,,INDONESIA,209552500,0,209552500,2.5
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,166948823,0,166948823,1.99
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,144875200,0,144875200,1.73
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA SAHAM EMCO PESONA,MF,L,,INDONESIA,143014600,0,143014600,1.7
2026-03-31,POSA,BLISS PROPERTI INDONESIA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,109824293,0,109824293,1.31
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,PT. UDINDA WAHANATAMA,CP,L,,INDONESIA,4903778030,0,4903778030,30.48
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,PT. PENTAKENCANA PAKARPERDANA,CP,L,,INDONESIA,4285064945,0,4285064945,26.64
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,"BRASALI INDUSTRI PRATAMA, PT",CP,L,,INDONESIA,4285134845,0,4285134845,26.64
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,PT TEKNIKO INDONESIA,CP,L,,INDONESIA,379917900,0,379917900,2.36
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,FIDELITY FUNDS,MF,F,,LUXEMBOURG,378257600,0,378257600,2.35
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,PT CIKARANG LISTRINDO TBK,CP,L,,INDONESIA,235656900,0,235656900,1.46
2026-03-31,POWR,CIKARANG LISTRINDO Tbk,PNG EWE CHAI,ID,F,MALAYSIAN,INDONESIA,174386780,0,174386780,1.08
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,DARMAWAN SURYADI SM,ID,L,INDONESIAN,INDONESIA,409637667,0,409637667,53.12
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,JAP ASTRID PATRICIA,ID,L,INDONESIAN,INDONESIA,175318833,500000,175818833,22.8
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SURYAWARNI SURLI,ID,L,INDONESIAN,INDONESIA,29087800,0,29087800,3.77
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,WILLIAM FEBRIAN ADIANTO,ID,L,INDONESIAN,INDONESIA,16988100,0,16988100,2.2
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SINYO KALANGI,ID,L,INDONESIAN,INDONESIA,10249000,0,10249000,1.33
2026-03-31,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SURYA JAYA,ID,L,INDONESIAN,INDONESIA,10000000,0,10000000,1.3
2026-03-31,PPRE,PP PRESISI Tbk,PT.PEMBANGUNAN PERUMAHAN(PERSERO) TBK,CP,L,,INDONESIA,0,7871480000,7871480000,76.99
2026-03-31,PPRE,PP PRESISI Tbk,KARYAWAN PEMEGANG SAHAM PT.PEMBANGUNAN (KKPSPP),OT,L,,INDONESIA,448582685,0,448582685,4.39
2026-03-31,PPRE,PP PRESISI Tbk,TERRA NOVA HIDDEN GEMS FUND LP,MF,F,,UNITED STATES,225000000,0,225000000,2.2
2026-03-31,PPRE,PP PRESISI Tbk,PT TASPEN (PERSERO),IS,L,,INDONESIA,217755500,0,217755500,2.13
2026-03-31,PPRE,PP PRESISI Tbk,YAYASAN KESEJAHTERAAN KARYAWAN PEMBANGUNAN PERUMAHAN,FD,L,,INDONESIA,156259832,0,156259832,1.53
2026-03-31,PPRE,PP PRESISI Tbk,RUDOLFUS PRIBADI AGUNG S,ID,L,INDONESIAN,INDONESIA,115432300,0,115432300,1.13
2026-03-31,PPRI,PAPEROCKS INDONESIA Tbk,PHILIP SUMALI,ID,L,INDONESIAN,INDONESIA,280000000,0,280000000,26.05
2026-03-31,PPRI,PAPEROCKS INDONESIA Tbk,DILLON SUTANDAR,ID,L,INDONESIAN,INDONESIA,215000000,0,215000000,20.0
2026-03-31,PPRI,PAPEROCKS INDONESIA Tbk,IRSYAD HANIF,ID,L,INDONESIAN,INDONESIA,174806200,0,174806200,16.26
2026-03-31,PPRI,PAPEROCKS INDONESIA Tbk,BUDI ADITYA ERNA MULYANTO,ID,L,INDONESIAN,INDONESIA,147171500,0,147171500,13.69
2026-03-31,PPRI,PAPEROCKS INDONESIA Tbk,SANDI SANTOSO,ID,L,INDONESIAN,INDONESIA,12648000,0,12648000,1.18
2026-03-31,PPRO,PP Properti Tbk,PT PP PERSERO TBK,,,,,0,40063119098,40063119098,64.96
2026-03-31,PPRO,PP Properti Tbk,PT. ASURANSI JIWA IFG,IS,L,,INDONESIA,5474883907,0,5474883907,8.88
2026-03-31,PPRO,PP Properti Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,3346819399,0,3346819399,5.43
